Campaign_ID,Channel,Campaign_Type,Region,Age_Group,Impressions,Clicks,Spend,Conversions,Revenue,ROI,CTR,CPC,Conversion_Rate,Cost_Per_Conversion
CAMP-0433,Influencer,Brand Awareness,North,55+,1582,167,10795.57,5,313.66,-97.09,10.56,64.64,2.99,2159.11
CAMP-0434,Email,Retargeting,South,35-44,14485,1095,5331.78,223,40031.63,650.81,7.56,4.87,20.37,23.91
CAMP-0435,Influencer,Brand Awareness,East,45-54,43986,5185,340850.45,343,51105.99,-85.01,11.79,65.74,6.62,993.73
CAMP-0436,SMS,Retargeting,West,55+,36949,1271,9969.58,140,59063.86,492.44,3.44,7.84,11.01,71.21
CAMP-0437,Influencer,Retargeting,East,25-34,47686,1895,107865.43,63,25459.78,-76.4,3.97,56.92,3.32,1712.15
CAMP-0438,Influencer,Retargeting,South,35-44,22192,820,43481.53,62,9588.23,-77.95,3.7,53.03,7.56,701.31
CAMP-0439,Google Ads,Seasonal Sale,North,18-24,36088,1870,81838.17,437,84942.58,3.79,5.18,43.76,23.37,187.27
CAMP-0440,Social Media,Lead Generation,East,45-54,47007,3887,94519.44,457,117016.59,23.8,8.27,24.32,11.76,206.83
CAMP-0441,SMS,Retargeting,South,45-54,11126,238,1839.15,15,3520.48,91.42,2.14,7.73,6.3,122.61
CAMP-0442,Social Media,Lead Generation,East,35-44,46570,651,17065.69,57,3369.7,-80.25,1.4,26.21,8.76,299.4
CAMP-0443,Google Ads,Brand Awareness,North,55+,44100,1772,76592.07,315,15890.33,-79.25,4.02,43.22,17.78,243.15
CAMP-0444,Social Media,Brand Awareness,North,18-24,5131,361,8407.96,35,5243.72,-37.63,7.04,23.29,9.7,240.23
CAMP-0445,Google Ads,Seasonal Sale,North,35-44,20197,483,18662.08,128,41977.23,124.93,2.39,38.64,26.5,145.8
CAMP-0446,Email,Retargeting,East,45-54,49341,973,5788.38,89,29404.01,407.98,1.97,5.95,9.15,65.04
CAMP-0447,Google Ads,Lead Generation,South,18-24,22155,585,31559.14,87,29749.54,-5.73,2.64,53.95,14.87,362.75
CAMP-0448,SMS,Retargeting,South,55+,3351,373,3064.94,52,6090.91,98.73,11.13,8.22,13.94,58.94
CAMP-0449,Google Ads,Retargeting,East,18-24,6348,171,6907.4,41,2685.99,-61.11,2.69,40.39,23.98,168.47
CAMP-0450,Google Ads,Seasonal Sale,South,45-54,49969,540,21005.36,111,8546.54,-59.31,1.08,38.9,20.56,189.24
CAMP-0451,Email,Retargeting,East,25-34,20882,1047,5648.11,159,22806.44,303.79,5.01,5.39,15.19,35.52
CAMP-0452,Google Ads,Retargeting,West,35-44,44154,3680,163731.47,506,44856.29,-72.6,8.33,44.49,13.75,323.58
CAMP-0453,SMS,Brand Awareness,North,45-54,8207,282,2540.14,20,3552.41,39.85,3.44,9.01,7.09,127.01
CAMP-0454,SMS,Brand Awareness,East,35-44,16558,1619,15323.22,265,31564.16,105.99,9.78,9.46,16.37,57.82
CAMP-0455,Email,Brand Awareness,West,18-24,23691,1586,7411.0,134,7412.09,0.01,6.69,4.67,8.45,55.31
CAMP-0456,SMS,Retargeting,South,25-34,45743,4469,42470.43,281,88931.0,109.4,9.77,9.5,6.29,151.14
CAMP-0457,Email,Retargeting,South,55+,17253,710,3654.86,62,16188.82,342.94,4.12,5.15,8.73,58.95
CAMP-0458,Social Media,Lead Generation,North,45-54,6845,769,19269.02,96,33048.71,71.51,11.23,25.06,12.48,200.72
CAMP-0459,Influencer,Retargeting,East,25-34,30793,2386,130459.83,90,29053.15,-77.73,7.75,54.68,3.77,1449.55
CAMP-0460,SMS,Retargeting,North,18-24,12444,207,1688.38,14,4545.57,169.23,1.66,8.16,6.76,120.6
CAMP-0461,Influencer,Seasonal Sale,West,55+,7440,523,32170.91,34,11723.24,-63.56,7.03,61.51,6.5,946.2
CAMP-0462,Social Media,Seasonal Sale,North,25-34,48972,1018,28801.47,103,16499.02,-42.71,2.08,28.29,10.12,279.63
CAMP-0463,Social Media,Brand Awareness,East,18-24,20134,1508,31830.11,72,27927.1,-12.26,7.49,21.11,4.77,442.08
CAMP-0464,Influencer,Lead Generation,South,25-34,44520,4177,270488.18,216,79709.41,-70.53,9.38,64.76,5.17,1252.26
CAMP-0465,Influencer,Brand Awareness,West,25-34,29322,1050,60309.9,92,24233.64,-59.82,3.58,57.44,8.76,655.54
CAMP-0466,Social Media,Brand Awareness,North,35-44,16050,409,9271.76,52,16696.56,80.08,2.55,22.67,12.71,178.3
CAMP-0467,Influencer,Seasonal Sale,South,35-44,19209,728,38964.36,77,28316.32,-27.33,3.79,53.52,10.58,506.03
CAMP-0468,Email,Seasonal Sale,East,45-54,746,22,115.96,2,931.85,703.6,2.95,5.27,9.09,57.98
CAMP-0469,Influencer,Lead Generation,West,35-44,19757,2317,136850.22,185,85728.83,-37.36,11.73,59.06,7.98,739.73
CAMP-0470,Influencer,Brand Awareness,West,25-34,44384,920,58477.74,83,27105.54,-53.65,2.07,63.56,9.02,704.55
CAMP-0471,SMS,Retargeting,South,35-44,10290,346,2513.23,44,10949.64,335.68,3.36,7.26,12.72,57.12
CAMP-0472,Email,Brand Awareness,North,25-34,44199,2259,11051.17,279,36792.94,232.93,5.11,4.89,12.35,39.61
CAMP-0473,Email,Lead Generation,East,18-24,16176,1877,10570.38,324,142913.59,1252.02,11.6,5.63,17.26,32.62
CAMP-0474,Email,Retargeting,North,55+,17205,1328,6928.99,135,20233.6,192.01,7.72,5.22,10.17,51.33
CAMP-0475,Social Media,Retargeting,North,25-34,15474,1449,33562.83,88,22363.12,-33.37,9.36,23.16,6.07,381.4
CAMP-0476,Influencer,Seasonal Sale,East,35-44,45994,4885,341878.68,470,227508.92,-33.45,10.62,69.99,9.62,727.4
CAMP-0477,Email,Brand Awareness,South,55+,13618,720,3251.07,62,29694.39,813.37,5.29,4.52,8.61,52.44
CAMP-0478,Email,Brand Awareness,North,18-24,47989,4496,23747.38,743,147978.44,523.14,9.37,5.28,16.53,31.96
CAMP-0479,Influencer,Brand Awareness,East,35-44,1666,71,3842.84,6,2072.41,-46.07,4.26,54.12,8.45,640.47
CAMP-0480,SMS,Lead Generation,North,35-44,31806,876,7493.87,74,12785.44,70.61,2.75,8.55,8.45,101.27
CAMP-0481,Influencer,Lead Generation,North,55+,40222,2411,126746.43,108,31728.49,-74.97,5.99,52.57,4.48,1173.58
CAMP-0482,Social Media,Retargeting,South,18-24,34600,3938,95567.21,526,49571.54,-48.13,11.38,24.27,13.36,181.69
CAMP-0483,Influencer,Retargeting,North,25-34,25547,2624,129530.15,237,52007.86,-59.85,10.27,49.36,9.03,546.54
CAMP-0484,Influencer,Retargeting,North,25-34,9064,1083,53638.74,102,34452.79,-35.77,11.95,49.53,9.42,525.87
CAMP-0485,Email,Retargeting,East,18-24,7822,236,944.39,36,7532.51,697.61,3.02,4.0,15.25,26.23
CAMP-0486,SMS,Lead Generation,West,18-24,9713,451,2987.76,25,11555.3,286.75,4.64,6.62,5.54,119.51
CAMP-0487,Google Ads,Seasonal Sale,South,45-54,6461,165,8063.33,31,11184.53,38.71,2.55,48.87,18.79,260.11
CAMP-0488,SMS,Brand Awareness,North,18-24,9833,181,1508.31,32,11276.58,647.63,1.84,8.33,17.68,47.13
CAMP-0489,Email,Seasonal Sale,East,35-44,24160,348,1995.44,40,2078.55,4.16,1.44,5.73,11.49,49.89
CAMP-0490,Influencer,Retargeting,North,35-44,46882,1795,107334.39,78,5925.01,-94.48,3.83,59.8,4.35,1376.08
CAMP-0491,SMS,Retargeting,North,55+,7728,199,1457.2,14,869.19,-40.35,2.58,7.32,7.04,104.09
CAMP-0492,SMS,Lead Generation,North,35-44,35146,2856,21824.9,348,32135.95,47.24,8.13,7.64,12.18,62.72
CAMP-0493,Google Ads,Seasonal Sale,North,35-44,27085,3020,158550.74,608,284366.09,79.35,11.15,52.5,20.13,260.77
CAMP-0494,Influencer,Brand Awareness,West,35-44,679,11,556.9,0,0.0,-100.0,1.62,50.63,0.0,0.0
CAMP-0495,Email,Seasonal Sale,East,55+,48774,1273,6996.16,146,8153.66,16.54,2.61,5.5,11.47,47.92
CAMP-0496,Google Ads,Brand Awareness,West,25-34,16864,677,34265.45,151,54812.76,59.97,4.01,50.61,22.3,226.92
CAMP-0497,Email,Seasonal Sale,North,45-54,49075,1542,8166.72,208,51523.17,530.89,3.14,5.3,13.49,39.26
CAMP-0498,Influencer,Brand Awareness,North,18-24,26156,549,28516.2,22,10545.67,-63.02,2.1,51.94,4.01,1296.19
CAMP-0499,Social Media,Lead Generation,South,25-34,36007,3917,100391.37,531,98217.06,-2.17,10.88,25.63,13.56,189.06
CAMP-0500,Social Media,Seasonal Sale,North,18-24,28032,1345,37685.65,176,46227.82,22.67,4.8,28.02,13.09,214.12
CAMP-0501,Email,Retargeting,West,35-44,20976,1338,5451.84,248,23720.15,335.09,6.38,4.07,18.54,21.98
CAMP-0502,Social Media,Lead Generation,West,25-34,28483,419,8712.34,47,3868.09,-55.6,1.47,20.79,11.22,185.37
CAMP-0503,Email,Lead Generation,South,55+,3660,112,619.0,23,2600.86,320.17,3.06,5.53,20.54,26.91
CAMP-0504,Social Media,Lead Generation,West,55+,29940,2412,65363.42,273,114363.79,74.97,8.06,27.1,11.32,239.43
CAMP-0505,Email,Retargeting,South,35-44,7533,162,863.34,10,1740.36,101.58,2.15,5.33,6.17,86.33
CAMP-0506,Social Media,Brand Awareness,North,18-24,9940,797,20948.96,66,5978.11,-71.46,8.02,26.28,8.28,317.41
CAMP-0507,Email,Lead Generation,South,35-44,31198,2299,11456.22,312,151268.08,1220.4,7.37,4.98,13.57,36.72
CAMP-0508,Influencer,Seasonal Sale,South,45-54,25100,1574,76552.27,162,31367.78,-59.02,6.27,48.64,10.29,472.54
CAMP-0509,Google Ads,Seasonal Sale,South,55+,4703,71,2635.09,5,1599.14,-39.31,1.51,37.11,7.04,527.02
CAMP-0510,Influencer,Brand Awareness,South,18-24,46702,5280,322635.97,412,74717.22,-76.84,11.31,61.11,7.8,783.1
CAMP-0511,Google Ads,Retargeting,North,18-24,43468,843,35070.5,65,15945.54,-54.53,1.94,41.6,7.71,539.55
CAMP-0512,Email,Brand Awareness,West,45-54,40166,3071,17485.5,379,163708.08,836.25,7.65,5.69,12.34,46.14
CAMP-0513,SMS,Brand Awareness,East,35-44,3839,154,998.51,12,2580.11,158.4,4.01,6.48,7.79,83.21
CAMP-0514,SMS,Lead Generation,North,25-34,26471,2836,20803.43,333,67619.82,225.04,10.71,7.34,11.74,62.47
CAMP-0515,Influencer,Brand Awareness,West,25-34,9998,653,41873.82,60,18919.87,-54.82,6.53,64.13,9.19,697.9
CAMP-0516,Email,Lead Generation,West,45-54,19939,271,1146.93,17,3366.42,193.52,1.36,4.23,6.27,67.47
CAMP-0517,Social Media,Lead Generation,South,25-34,28463,1789,47908.4,195,37660.13,-21.39,6.29,26.78,10.9,245.68
CAMP-0518,Google Ads,Lead Generation,North,25-34,29464,2227,92787.06,310,112319.28,21.05,7.56,41.66,13.92,299.31
CAMP-0519,Social Media,Brand Awareness,East,25-34,18923,2047,41683.18,263,32462.13,-22.12,10.82,20.36,12.85,158.49
CAMP-0520,Google Ads,Retargeting,South,35-44,21504,239,12542.04,39,18697.41,49.08,1.11,52.48,16.32,321.59
CAMP-0521,Email,Seasonal Sale,South,18-24,24388,1737,7652.1,289,85844.6,1021.84,7.12,4.41,16.64,26.48
CAMP-0522,SMS,Retargeting,West,55+,22243,879,6014.57,123,60066.97,898.69,3.95,6.84,13.99,48.9
CAMP-0523,Influencer,Retargeting,North,25-34,43227,787,39856.89,66,22544.51,-43.44,1.82,50.64,8.39,603.89
CAMP-0524,SMS,Retargeting,West,18-24,41803,2824,26271.76,463,192435.99,632.48,6.76,9.3,16.4,56.74
CAMP-0525,Google Ads,Lead Generation,East,25-34,43834,924,44221.93,93,26042.59,-41.11,2.11,47.86,10.06,475.5
CAMP-0526,Google Ads,Lead Generation,East,18-24,15325,544,25655.35,124,9397.5,-63.37,3.55,47.16,22.79,206.9
CAMP-0527,Email,Seasonal Sale,West,25-34,25213,2079,9990.06,174,50094.27,401.44,8.25,4.81,8.37,57.41
CAMP-0528,Social Media,Seasonal Sale,East,18-24,43984,4911,138569.42,483,145344.05,4.89,11.17,28.22,9.84,286.89
CAMP-0529,SMS,Brand Awareness,West,35-44,37501,2693,20068.54,247,13137.54,-34.54,7.18,7.45,9.17,81.25
CAMP-0530,Email,Lead Generation,East,35-44,13569,416,1697.64,48,21385.73,1159.73,3.07,4.08,11.54,35.37
CAMP-0531,Email,Retargeting,South,18-24,35115,1618,9130.83,271,81749.59,795.31,4.61,5.64,16.75,33.69
CAMP-0532,Influencer,Brand Awareness,East,18-24,2236,266,17762.1,27,12312.98,-30.68,11.9,66.77,10.15,657.86
CAMP-0533,Email,Seasonal Sale,North,18-24,13246,1282,5145.22,134,52004.82,910.74,9.68,4.01,10.45,38.4
CAMP-0534,Google Ads,Brand Awareness,North,45-54,31175,1344,55892.29,354,87666.5,56.85,4.31,41.59,26.34,157.89
CAMP-0535,Google Ads,Retargeting,South,45-54,23672,1675,73334.91,395,181333.82,147.27,7.08,43.78,23.58,185.66
CAMP-0536,Google Ads,Lead Generation,North,55+,28432,1667,81173.43,397,120426.78,48.36,5.86,48.69,23.82,204.47
CAMP-0537,Google Ads,Retargeting,East,18-24,11324,1042,41425.35,179,56335.03,35.99,9.2,39.76,17.18,231.43
CAMP-0538,Influencer,Seasonal Sale,West,18-24,42870,3305,168883.09,309,115156.77,-31.81,7.71,51.1,9.35,546.55
CAMP-0539,Influencer,Lead Generation,West,25-34,21102,1172,72303.28,35,11906.75,-83.53,5.55,61.69,2.99,2065.81
CAMP-0540,SMS,Brand Awareness,West,45-54,28571,1846,16598.86,255,44659.0,169.05,6.46,8.99,13.81,65.09
CAMP-0541,Google Ads,Retargeting,West,45-54,6644,776,40771.33,172,55769.83,36.79,11.68,52.54,22.16,237.04
CAMP-0542,SMS,Brand Awareness,West,18-24,27395,2580,20812.2,420,41724.96,100.48,9.42,8.07,16.28,49.55
CAMP-0543,Google Ads,Retargeting,South,45-54,49571,1087,42135.93,259,69404.99,64.72,2.19,38.76,23.83,162.69
CAMP-0544,Google Ads,Seasonal Sale,South,18-24,1316,81,3155.66,17,6934.22,119.74,6.16,38.96,20.99,185.63
CAMP-0545,Influencer,Retargeting,North,45-54,40699,1766,122438.71,127,56978.54,-53.46,4.34,69.33,7.19,964.08
CAMP-0546,Email,Brand Awareness,South,25-34,16836,1040,5158.57,224,22736.09,340.74,6.18,4.96,21.54,23.03
CAMP-0547,Social Media,Seasonal Sale,West,35-44,32514,1555,39173.97,109,44646.22,13.97,4.78,25.19,7.01,359.39
CAMP-0548,Google Ads,Retargeting,West,35-44,46329,3636,164557.17,776,214773.39,30.52,7.85,45.26,21.34,212.06
CAMP-0549,Email,Brand Awareness,West,55+,15018,1491,8530.71,201,85774.88,905.48,9.93,5.72,13.48,42.44
CAMP-0550,SMS,Brand Awareness,North,25-34,38216,972,7175.85,104,20284.56,182.68,2.54,7.38,10.7,69.0
CAMP-0551,Google Ads,Seasonal Sale,South,18-24,21400,1968,73459.18,441,179227.01,143.98,9.2,37.33,22.41,166.57
CAMP-0552,Social Media,Retargeting,East,35-44,36262,4012,112364.6,323,86530.43,-22.99,11.06,28.01,8.05,347.88
CAMP-0553,Influencer,Lead Generation,West,25-34,22550,1039,69970.18,38,2659.19,-96.2,4.61,67.34,3.66,1841.32
CAMP-0554,SMS,Retargeting,South,55+,43538,4663,44037.82,498,89179.85,102.51,10.71,9.44,10.68,88.43
CAMP-0555,Social Media,Retargeting,North,18-24,49344,5571,111643.02,305,49078.81,-56.04,11.29,20.04,5.47,366.04
CAMP-0556,Social Media,Lead Generation,East,18-24,11676,959,22320.84,99,44610.99,99.86,8.21,23.28,10.32,225.46
CAMP-0557,SMS,Retargeting,East,35-44,22322,615,4566.91,107,35290.22,672.74,2.76,7.43,17.4,42.68
CAMP-0558,Social Media,Retargeting,North,25-34,22820,2325,62041.31,228,102217.71,64.76,10.19,26.68,9.81,272.11
CAMP-0559,Social Media,Retargeting,East,55+,7582,164,4862.83,16,3792.92,-22.0,2.16,29.65,9.76,303.93
CAMP-0560,Email,Lead Generation,South,35-44,3559,357,1582.68,66,19171.04,1111.3,10.03,4.43,18.49,23.98
CAMP-0561,Influencer,Brand Awareness,South,45-54,6129,180,8863.8,16,3320.31,-62.54,2.94,49.24,8.89,553.99
CAMP-0562,SMS,Lead Generation,North,25-34,12729,1330,9777.43,102,19294.56,97.34,10.45,7.35,7.67,95.86
CAMP-0563,Google Ads,Lead Generation,North,45-54,43692,1198,52121.33,295,22355.35,-57.11,2.74,43.51,24.62,176.68
CAMP-0564,Email,Seasonal Sale,North,25-34,45463,4905,26285.41,478,114201.25,334.47,10.79,5.36,9.75,54.99
CAMP-0565,Social Media,Brand Awareness,North,25-34,48498,3556,83919.21,368,67459.78,-19.61,7.33,23.6,10.35,228.04
CAMP-0566,Social Media,Seasonal Sale,North,25-34,39638,4225,98105.94,420,73572.67,-25.01,10.66,23.22,9.94,233.59
CAMP-0567,SMS,Retargeting,North,18-24,566,32,254.67,2,185.1,-27.32,5.65,7.96,6.25,127.33
CAMP-0568,Email,Lead Generation,East,25-34,47638,3699,17617.67,244,78110.01,343.36,7.76,4.76,6.6,72.2
CAMP-0569,Influencer,Retargeting,North,45-54,12266,694,38299.0,23,1406.45,-96.33,5.66,55.19,3.31,1665.17
CAMP-0570,Influencer,Retargeting,North,35-44,44225,1629,100635.27,135,10445.41,-89.62,3.68,61.78,8.29,745.45
CAMP-0571,Email,Lead Generation,North,45-54,12426,724,3959.11,141,55168.72,1293.46,5.83,5.47,19.48,28.08
CAMP-0572,Influencer,Retargeting,West,55+,37840,3925,266808.91,341,140086.49,-47.5,10.37,67.98,8.69,782.43
CAMP-0573,SMS,Lead Generation,West,35-44,8694,579,5282.4,61,25551.5,383.71,6.66,9.12,10.54,86.6
CAMP-0574,Influencer,Seasonal Sale,West,45-54,48113,1798,116925.5,160,75412.05,-35.5,3.74,65.03,8.9,730.78
CAMP-0575,Social Media,Retargeting,West,35-44,33170,942,28024.15,62,23320.14,-16.79,2.84,29.75,6.58,452.0
CAMP-0576,Google Ads,Seasonal Sale,West,45-54,22340,742,29235.75,179,50091.44,71.34,3.32,39.4,24.12,163.33
CAMP-0577,Email,Retargeting,North,18-24,10572,1124,5191.92,102,8995.0,73.25,10.63,4.62,9.07,50.9
CAMP-0578,Social Media,Seasonal Sale,East,35-44,22811,2113,52077.05,160,26839.15,-48.46,9.26,24.65,7.57,325.48
CAMP-0579,Social Media,Seasonal Sale,South,18-24,12209,1449,33717.06,71,11495.66,-65.91,11.87,23.27,4.9,474.89
CAMP-0580,Email,Lead Generation,West,18-24,39606,2629,12287.88,429,143196.31,1065.35,6.64,4.67,16.32,28.64
CAMP-0581,Influencer,Seasonal Sale,West,25-34,20335,2032,136180.99,138,50646.86,-62.81,9.99,67.02,6.79,986.82
CAMP-0582,Influencer,Seasonal Sale,East,18-24,38022,4403,220323.45,419,196863.38,-10.65,11.58,50.04,9.52,525.83
CAMP-0583,Google Ads,Retargeting,North,25-34,34562,3996,153054.32,571,207938.27,35.86,11.56,38.3,14.29,268.05
CAMP-0584,SMS,Retargeting,North,25-34,16576,208,1433.38,25,8597.26,499.79,1.25,6.89,12.02,57.34
CAMP-0585,Google Ads,Seasonal Sale,East,35-44,32415,1299,47128.31,149,28395.6,-39.75,4.01,36.28,11.47,316.3
CAMP-0586,Google Ads,Lead Generation,East,18-24,1497,40,1919.59,7,3297.4,71.78,2.67,47.99,17.5,274.23
CAMP-0587,Social Media,Retargeting,West,55+,42107,3033,62528.18,257,57983.41,-7.27,7.2,20.62,8.47,243.3
CAMP-0588,Email,Brand Awareness,West,35-44,14351,1226,6966.0,220,73147.46,950.06,8.54,5.68,17.94,31.66
CAMP-0589,Email,Brand Awareness,East,35-44,27641,1933,8778.68,214,100798.93,1048.22,6.99,4.54,11.07,41.02
CAMP-0590,Influencer,Retargeting,East,45-54,24057,1883,109081.84,125,22579.9,-79.3,7.83,57.93,6.64,872.65
CAMP-0591,Email,Retargeting,South,45-54,49290,4803,21930.3,799,271041.89,1135.92,9.74,4.57,16.64,27.45
CAMP-0592,Email,Brand Awareness,East,45-54,30602,3534,17728.98,615,225983.1,1174.65,11.55,5.02,17.4,28.83
CAMP-0593,Google Ads,Lead Generation,North,18-24,26685,1081,46052.09,163,52443.47,13.88,4.05,42.6,15.08,282.53
CAMP-0594,Google Ads,Lead Generation,South,25-34,40312,2343,114133.14,212,55434.7,-51.43,5.81,48.71,9.05,538.36
CAMP-0595,SMS,Retargeting,North,55+,898,102,758.59,12,1989.89,162.31,11.36,7.44,11.76,63.22
CAMP-0596,Social Media,Retargeting,North,45-54,23618,1199,26422.24,61,6340.68,-76.0,5.08,22.04,5.09,433.15
CAMP-0597,Google Ads,Lead Generation,West,45-54,10737,1232,44795.07,192,71590.06,59.82,11.47,36.36,15.58,233.31
CAMP-0598,Email,Lead Generation,East,55+,35787,2182,12980.47,144,71150.61,448.14,6.1,5.95,6.6,90.14
CAMP-0599,Email,Seasonal Sale,West,55+,21367,548,2918.99,76,21692.34,643.15,2.56,5.33,13.87,38.41
CAMP-0600,Social Media,Seasonal Sale,West,55+,31194,1379,33096.92,74,10104.06,-69.47,4.42,24.0,5.37,447.26
CAMP-0601,Google Ads,Seasonal Sale,North,45-54,38038,2599,111077.68,533,221625.35,99.52,6.83,42.74,20.51,208.4
CAMP-0602,Influencer,Retargeting,South,55+,27577,2762,166469.45,185,81297.2,-51.16,10.02,60.27,6.7,899.83
CAMP-0603,Social Media,Lead Generation,South,35-44,9314,624,15879.86,67,16329.64,2.83,6.7,25.45,10.74,237.01
CAMP-0604,Social Media,Seasonal Sale,South,25-34,43408,2086,60972.6,128,38659.31,-36.6,4.81,29.23,6.14,476.35
CAMP-0605,Social Media,Seasonal Sale,East,45-54,5403,594,15036.68,59,16494.92,9.7,10.99,25.31,9.93,254.86
CAMP-0606,Email,Retargeting,East,18-24,25105,978,4582.3,157,43012.3,838.66,3.9,4.69,16.05,29.19
CAMP-0607,Influencer,Brand Awareness,North,25-34,46402,1438,90017.68,63,28146.75,-68.73,3.1,62.6,4.38,1428.85
CAMP-0608,Email,Retargeting,South,25-34,5011,532,2442.23,67,32264.65,1221.11,10.62,4.59,12.59,36.45
CAMP-0609,Influencer,Retargeting,West,45-54,6036,454,32568.99,47,4591.95,-85.9,7.52,71.74,10.35,692.96
CAMP-0610,Email,Lead Generation,North,25-34,16119,391,2107.33,40,8207.58,289.48,2.43,5.39,10.23,52.68
CAMP-0611,Social Media,Lead Generation,North,35-44,33356,1918,41109.3,266,30654.41,-25.43,5.75,21.43,13.87,154.55
CAMP-0612,Email,Retargeting,West,35-44,10250,188,828.07,12,1352.75,63.36,1.83,4.4,6.38,69.01
CAMP-0613,Influencer,Retargeting,South,55+,18913,1106,68516.62,53,11524.07,-83.18,5.85,61.95,4.79,1292.77
CAMP-0614,Email,Lead Generation,North,18-24,11396,699,4180.64,150,73624.46,1661.08,6.13,5.98,21.46,27.87
CAMP-0615,Google Ads,Brand Awareness,South,45-54,42089,1521,55142.76,142,36058.96,-34.61,3.61,36.25,9.34,388.33
CAMP-0616,Social Media,Brand Awareness,East,25-34,9427,836,19705.49,107,16953.05,-13.97,8.87,23.57,12.8,184.16
CAMP-0617,Social Media,Brand Awareness,East,35-44,3758,100,2161.58,10,1687.04,-21.95,2.66,21.62,10.0,216.16
CAMP-0618,Google Ads,Brand Awareness,West,18-24,46523,685,31628.28,124,20183.98,-36.18,1.47,46.17,18.1,255.07
CAMP-0619,SMS,Brand Awareness,South,55+,16549,569,3993.72,51,23259.39,482.4,3.44,7.02,8.96,78.31
CAMP-0620,Influencer,Lead Generation,East,45-54,47371,3870,247332.15,261,119364.13,-51.74,8.17,63.91,6.74,947.63
CAMP-0621,Social Media,Lead Generation,East,18-24,38716,2713,57624.66,219,41828.22,-27.41,7.01,21.24,8.07,263.13
CAMP-0622,Influencer,Retargeting,West,55+,19252,1932,113248.72,171,18959.94,-83.26,10.04,58.62,8.85,662.27
CAMP-0623,Influencer,Lead Generation,West,45-54,26396,965,52459.19,56,20881.49,-60.19,3.66,54.36,5.8,936.77
CAMP-0624,Social Media,Brand Awareness,South,55+,33617,2359,57762.42,297,128406.69,122.3,7.02,24.49,12.59,194.49
CAMP-0625,Email,Seasonal Sale,South,25-34,6369,624,3702.59,105,12883.27,247.95,9.8,5.93,16.83,35.26
CAMP-0626,Social Media,Brand Awareness,South,35-44,6379,617,14075.71,69,31708.28,125.27,9.67,22.81,11.18,204.0
CAMP-0627,SMS,Lead Generation,North,45-54,20454,1148,7989.41,61,14211.12,77.87,5.61,6.96,5.31,130.97
CAMP-0628,Influencer,Lead Generation,South,45-54,28912,786,46229.88,46,7975.99,-82.75,2.72,58.82,5.85,1005.0
CAMP-0629,Social Media,Lead Generation,East,18-24,23663,2639,67011.49,274,22731.23,-66.08,11.15,25.39,10.38,244.57
CAMP-0630,Google Ads,Lead Generation,East,18-24,5497,517,26391.08,57,8474.32,-67.89,9.41,51.05,11.03,463.0
CAMP-0631,Social Media,Retargeting,South,25-34,7843,670,19464.79,47,16282.75,-16.35,8.54,29.05,7.01,414.14
CAMP-0632,Influencer,Lead Generation,South,35-44,15638,1717,86350.68,146,55121.3,-36.17,10.98,50.29,8.5,591.44
CAMP-0633,Google Ads,Retargeting,West,35-44,16078,1624,80996.33,280,110750.03,36.73,10.1,49.87,17.24,289.27
CAMP-0634,Social Media,Seasonal Sale,South,25-34,29680,3121,72344.3,281,134309.62,85.65,10.52,23.18,9.0,257.45
CAMP-0635,Google Ads,Seasonal Sale,West,35-44,20527,2455,95121.87,432,114770.75,20.66,11.96,38.75,17.6,220.19
CAMP-0636,Social Media,Retargeting,East,45-54,45476,4112,108014.68,347,97037.39,-10.16,9.04,26.27,8.44,311.28
CAMP-0637,Email,Brand Awareness,East,25-34,6681,695,3765.89,127,28666.22,661.21,10.4,5.42,18.27,29.65
CAMP-0638,Google Ads,Seasonal Sale,North,35-44,2157,112,4988.42,13,832.76,-83.31,5.19,44.54,11.61,383.72
CAMP-0639,Email,Lead Generation,East,45-54,4332,162,822.26,20,5265.86,540.41,3.74,5.08,12.35,41.11
CAMP-0640,Google Ads,Brand Awareness,East,35-44,813,89,3317.88,14,2006.45,-39.53,10.95,37.28,15.73,236.99
CAMP-0641,Influencer,Lead Generation,East,45-54,26555,1423,90118.78,70,4111.29,-95.44,5.36,63.33,4.92,1287.41
CAMP-0642,SMS,Lead Generation,West,35-44,27056,1638,15525.69,232,115547.93,644.24,6.05,9.48,14.16,66.92
CAMP-0643,Social Media,Seasonal Sale,South,45-54,6864,530,15825.02,57,25904.65,63.69,7.72,29.86,10.75,277.63
CAMP-0644,Google Ads,Seasonal Sale,North,45-54,6805,591,26428.15,150,61961.33,134.45,8.68,44.72,25.38,176.19
CAMP-0645,Influencer,Brand Awareness,North,55+,8757,562,28065.45,48,14330.95,-48.94,6.42,49.94,8.54,584.7
CAMP-0646,Email,Seasonal Sale,East,55+,14349,962,4074.03,190,24462.92,500.46,6.7,4.23,19.75,21.44
CAMP-0647,SMS,Brand Awareness,North,45-54,3994,86,719.49,12,4655.84,547.1,2.15,8.37,13.95,59.96
CAMP-0648,SMS,Retargeting,North,18-24,3550,210,1480.07,29,6104.84,312.47,5.92,7.05,13.81,51.04
CAMP-0649,Email,Brand Awareness,South,25-34,28215,857,4591.78,60,29349.15,539.17,3.04,5.36,7.0,76.53
CAMP-0650,Google Ads,Lead Generation,South,45-54,9495,109,4580.22,11,1631.14,-64.39,1.15,42.02,10.09,416.38
